,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
12930,29,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,306,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30519,49,unemployed,married,high.school,no,yes,no,telephone,may,mon,96,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
9399,41,unemployed,married,unknown,no,no,no,telephone,jun,fri,280,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
6219,33,admin.,married,basic.9y,no,yes,no,telephone,may,tue,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22388,29,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,203,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
15812,56,housemaid,divorced,basic.4y,unknown,yes,no,cellular,jul,mon,121,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
35248,35,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,212,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
33325,39,technician,single,professional.course,no,yes,no,telephone,may,tue,25,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
12285,46,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,thu,746,4,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
38650,54,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,215,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,yes
22464,42,services,married,high.school,unknown,no,no,cellular,aug,fri,205,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
27285,57,housemaid,married,basic.4y,no,yes,no,cellular,nov,fri,66,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
10442,48,technician,married,high.school,no,unknown,unknown,telephone,jun,mon,221,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
27475,51,admin.,married,university.degree,no,yes,yes,cellular,nov,fri,175,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
3863,44,admin.,married,university.degree,unknown,no,no,telephone,may,fri,165,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
7484,53,technician,married,professional.course,unknown,yes,no,telephone,may,fri,264,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
614,38,admin.,married,university.degree,no,yes,no,telephone,may,tue,802,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3117,31,services,married,high.school,no,yes,no,telephone,may,thu,183,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
36116,30,technician,single,professional.course,no,no,no,cellular,may,wed,229,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
10311,47,services,married,unknown,unknown,no,no,telephone,jun,mon,32,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
4700,36,technician,single,professional.course,unknown,no,no,telephone,may,wed,1106,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
31622,31,admin.,married,university.degree,no,yes,yes,cellular,may,thu,148,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
39041,85,retired,divorced,basic.4y,unknown,yes,no,cellular,dec,mon,321,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,yes
13873,29,admin.,single,high.school,no,yes,no,cellular,jul,fri,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32357,42,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,243,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
1978,45,admin.,married,high.school,no,no,yes,telephone,may,fri,35,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
16592,40,admin.,divorced,high.school,no,no,no,cellular,jul,wed,1776,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
6295,43,admin.,married,high.school,no,no,no,telephone,may,tue,132,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13854,24,student,single,basic.4y,no,no,no,cellular,jul,fri,378,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
14706,39,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,59,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
18351,36,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
133,37,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
4341,43,admin.,married,high.school,no,yes,no,telephone,may,tue,360,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34327,27,admin.,married,high.school,no,no,no,cellular,may,thu,244,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
11576,31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,55,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37197,35,admin.,single,university.degree,no,yes,no,cellular,aug,thu,789,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
25575,29,housemaid,single,high.school,no,yes,no,cellular,nov,wed,993,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
1702,40,blue-collar,divorced,basic.9y,no,no,no,telephone,may,fri,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
18078,28,technician,single,professional.course,no,no,no,cellular,jul,wed,76,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
5387,43,management,married,high.school,no,no,no,telephone,may,fri,172,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29567,40,technician,single,professional.course,no,yes,no,cellular,apr,mon,250,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
19529,33,technician,married,high.school,no,no,yes,cellular,aug,thu,401,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
3396,26,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,73,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1416,53,retired,married,basic.6y,unknown,no,yes,telephone,may,thu,298,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
40010,37,admin.,single,high.school,no,no,no,telephone,jul,thu,494,4,999,3,failure,-1.7,94.215,-40.3,0.782,4991.6,no
38491,68,retired,married,basic.4y,no,yes,no,cellular,oct,tue,102,1,6,2,success,-3.4,92.431,-26.9,0.728,5017.5,yes
23724,34,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,114,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
34741,30,admin.,single,university.degree,no,yes,no,cellular,may,thu,241,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
20726,33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,66,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19661,48,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,180,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
9074,29,services,single,high.school,no,no,no,telephone,jun,thu,240,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
26757,55,management,divorced,university.degree,no,yes,no,cellular,nov,thu,159,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
17362,43,admin.,single,university.degree,no,yes,no,cellular,jul,mon,48,20,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38259,30,management,married,university.degree,no,yes,no,cellular,oct,tue,1226,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes
34751,39,admin.,single,high.school,no,no,no,cellular,may,thu,387,10,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
12149,29,self-employed,married,university.degree,no,no,no,telephone,jul,tue,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
38232,37,management,single,basic.9y,no,no,no,cellular,oct,thu,137,1,999,0,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,yes
2142,52,management,married,university.degree,unknown,no,no,telephone,may,mon,268,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5853,35,blue-collar,married,high.school,no,yes,yes,telephone,may,mon,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
8511,34,management,married,university.degree,unknown,no,yes,telephone,jun,wed,46,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
35954,26,student,single,university.degree,no,no,yes,cellular,may,mon,115,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
14286,47,retired,single,basic.6y,unknown,yes,no,cellular,jul,mon,315,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15114,32,technician,married,university.degree,no,yes,no,cellular,jul,thu,80,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
23075,48,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
24073,50,entrepreneur,married,university.degree,no,no,no,telephone,nov,tue,209,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,yes
33332,39,technician,married,high.school,no,yes,no,cellular,may,tue,451,4,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,no
28096,48,admin.,married,high.school,no,yes,no,cellular,apr,fri,190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
32040,36,admin.,single,high.school,no,no,no,cellular,may,thu,42,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
15282,35,unemployed,divorced,basic.9y,no,no,no,cellular,jul,thu,169,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
22328,31,technician,single,professional.course,no,yes,no,cellular,aug,thu,301,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
12147,28,admin.,married,high.school,no,no,no,telephone,jul,tue,249,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
11296,52,technician,married,unknown,unknown,no,no,telephone,jun,thu,208,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6527,43,services,married,high.school,unknown,no,no,telephone,may,wed,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20471,48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,84,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
5077,57,retired,single,high.school,no,yes,no,telephone,may,fri,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
999,30,services,married,unknown,no,no,no,telephone,may,wed,143,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34569,51,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,159,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
25820,40,technician,married,basic.9y,no,no,no,cellular,nov,wed,59,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
23176,33,admin.,married,university.degree,no,no,no,cellular,aug,tue,75,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30700,29,services,divorced,high.school,no,no,no,cellular,may,tue,259,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
1556,29,entrepreneur,married,university.degree,no,yes,no,telephone,may,thu,423,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
17225,60,management,married,university.degree,no,no,no,cellular,jul,fri,241,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34194,33,admin.,single,basic.9y,no,no,no,cellular,may,wed,245,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
1717,41,technician,married,high.school,no,no,no,telephone,may,fri,257,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
19987,30,blue-collar,married,high.school,no,no,no,cellular,aug,fri,358,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
365,36,technician,married,university.degree,no,no,no,telephone,may,tue,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33890,44,admin.,married,high.school,no,no,no,cellular,may,wed,231,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
23028,49,admin.,married,university.degree,no,yes,no,cellular,aug,tue,62,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18321,32,technician,single,university.degree,no,no,no,cellular,jul,wed,61,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22844,48,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34440,27,admin.,single,basic.9y,no,yes,no,telephone,may,thu,230,4,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16388,58,entrepreneur,married,university.degree,no,no,no,telephone,jul,wed,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
21606,33,technician,single,university.degree,no,yes,no,cellular,aug,tue,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31322,28,technician,single,professional.course,no,no,no,cellular,may,wed,687,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,yes
20756,34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1038,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
29795,24,admin.,single,professional.course,no,no,no,cellular,apr,mon,267,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
8988,48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,thu,63,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36283,31,blue-collar,married,basic.9y,unknown,yes,no,cellular,jun,mon,388,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
10478,37,admin.,married,high.school,no,no,no,telephone,jun,tue,638,16,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17752,55,retired,divorced,high.school,no,yes,no,cellular,jul,tue,609,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5782,46,self-employed,married,basic.9y,unknown,no,no,telephone,may,mon,470,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38212,48,management,married,university.degree,no,no,no,cellular,oct,wed,81,1,6,1,success,-3.4,92.431,-26.9,0.74,5017.5,yes
1280,42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,191,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1905,26,admin.,single,high.school,unknown,yes,no,telephone,may,fri,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
41089,50,blue-collar,divorced,professional.course,no,yes,no,telephone,nov,tue,301,2,7,2,success,-1.1,94.767,-50.8,1.049,4963.6,yes
2026,32,admin.,married,high.school,no,yes,no,telephone,may,mon,396,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38187,37,housemaid,single,university.degree,no,yes,no,cellular,oct,tue,89,1,999,1,failure,-3.4,92.431,-26.9,0.744,5017.5,no
16714,34,management,married,university.degree,no,no,no,cellular,jul,wed,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9342,35,admin.,single,university.degree,no,no,yes,telephone,jun,fri,159,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32311,34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,451,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
32897,46,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,mon,184,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
28773,70,retired,married,unknown,no,yes,yes,cellular,apr,thu,96,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
36990,56,retired,married,high.school,no,yes,no,cellular,jul,fri,603,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,no
36367,24,student,single,high.school,no,no,no,cellular,jun,tue,253,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
26973,40,entrepreneur,unknown,high.school,no,yes,yes,cellular,nov,thu,825,6,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
39659,28,admin.,single,high.school,no,yes,no,cellular,may,thu,263,1,6,1,success,-1.8,93.876,-40.0,0.683,5008.7,yes
12607,59,retired,married,university.degree,unknown,no,no,telephone,jul,mon,95,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38373,20,student,single,high.school,no,no,yes,cellular,oct,mon,169,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
8032,32,services,married,high.school,no,yes,no,telephone,jun,mon,29,32,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
30049,25,admin.,single,university.degree,no,yes,no,cellular,apr,thu,229,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
15754,40,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,163,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
19399,32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,459,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
6745,38,blue-collar,married,high.school,no,no,no,telephone,may,wed,471,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22254,31,admin.,single,university.degree,no,no,no,cellular,aug,thu,419,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36134,50,admin.,divorced,university.degree,no,yes,yes,cellular,may,wed,155,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
6623,36,management,single,university.degree,no,yes,no,telephone,may,wed,145,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
14152,27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,189,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
4959,29,blue-collar,married,high.school,no,no,no,telephone,may,wed,357,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
9253,51,technician,married,basic.6y,unknown,no,no,telephone,jun,fri,527,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
11487,30,technician,married,professional.course,no,no,no,telephone,jun,fri,269,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
858,42,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,123,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27402,41,self-employed,married,professional.course,unknown,yes,no,cellular,nov,fri,1571,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
33184,41,housemaid,married,basic.4y,no,yes,no,cellular,may,tue,128,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
29976,54,management,married,university.degree,no,yes,no,cellular,apr,tue,336,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
7873,44,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,239,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
34795,36,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,125,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
30073,31,admin.,single,university.degree,no,no,no,cellular,apr,thu,115,16,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
23522,37,technician,single,university.degree,no,yes,no,cellular,aug,thu,210,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
3623,28,management,married,high.school,unknown,no,no,telephone,may,fri,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
27289,41,housemaid,married,high.school,no,yes,no,telephone,nov,fri,1074,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
18620,33,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,75,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
5861,31,admin.,divorced,high.school,no,no,no,telephone,may,mon,488,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
15340,40,services,divorced,basic.9y,no,yes,no,cellular,jul,fri,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
36627,38,technician,single,professional.course,no,yes,no,cellular,jun,thu,113,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
19100,44,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,67,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
31242,46,services,single,high.school,unknown,yes,no,cellular,may,wed,193,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
34668,24,entrepreneur,single,university.degree,no,no,no,cellular,may,thu,196,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
24142,44,management,married,high.school,no,yes,no,cellular,nov,mon,669,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
19658,57,admin.,single,university.degree,no,no,no,cellular,aug,thu,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
16414,31,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
5882,39,entrepreneur,married,basic.6y,unknown,no,no,telephone,may,mon,66,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17980,47,retired,married,university.degree,no,no,no,telephone,jul,tue,863,10,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
6201,50,services,married,basic.6y,no,no,no,telephone,may,tue,377,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
367,57,admin.,divorced,basic.9y,no,no,no,telephone,may,tue,306,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19414,53,technician,single,professional.course,no,no,no,cellular,aug,wed,293,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
37767,54,self-employed,married,university.degree,no,yes,no,cellular,aug,mon,323,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,no
30584,41,services,single,high.school,no,yes,no,cellular,may,mon,417,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
26617,29,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,249,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
4344,32,unknown,unknown,university.degree,no,yes,yes,telephone,may,tue,40,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
4447,57,technician,married,basic.9y,no,yes,no,telephone,may,tue,412,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9485,25,services,single,high.school,unknown,no,no,telephone,jun,mon,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10412,40,services,single,high.school,no,yes,yes,telephone,jun,mon,20,21,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8851,49,blue-collar,married,unknown,no,no,no,telephone,jun,thu,225,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
22130,41,self-employed,married,basic.6y,no,no,no,cellular,aug,thu,218,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29319,36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1064,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
37297,35,admin.,single,high.school,no,yes,yes,cellular,aug,mon,107,4,2,3,success,-2.9,92.201,-31.4,0.884,5076.2,no
14658,25,entrepreneur,single,university.degree,no,no,no,cellular,jul,tue,272,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35706,46,admin.,single,university.degree,no,yes,yes,cellular,may,mon,11,5,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
39027,64,housemaid,married,basic.4y,no,no,no,telephone,dec,thu,208,1,999,0,nonexistent,-3.0,92.713,-33.0,0.714,5023.5,no
30652,32,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,813,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
12511,43,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,mon,174,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
10127,42,admin.,single,university.degree,no,no,yes,telephone,jun,thu,122,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
22847,40,technician,married,professional.course,no,no,no,cellular,aug,mon,94,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39031,62,housemaid,married,professional.course,no,yes,no,cellular,dec,fri,141,2,999,0,nonexistent,-3.0,92.713,-33.0,0.714,5023.5,yes
12529,33,technician,single,professional.course,no,yes,yes,cellular,jul,mon,554,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
10839,45,entrepreneur,married,unknown,no,no,no,telephone,jun,wed,89,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
27792,18,student,single,high.school,no,yes,yes,cellular,mar,tue,103,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,no
1230,48,blue-collar,divorced,basic.4y,no,no,no,telephone,may,thu,521,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
37482,62,retired,married,university.degree,unknown,yes,yes,cellular,aug,thu,791,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
25362,30,services,married,high.school,no,no,no,cellular,nov,tue,200,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
7182,53,self-employed,married,basic.4y,no,no,no,telephone,may,thu,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19608,33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,59,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6297,57,management,single,basic.9y,no,yes,no,telephone,may,tue,265,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22632,59,management,married,university.degree,no,no,no,cellular,aug,fri,511,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39918,40,blue-collar,married,basic.9y,no,yes,no,cellular,jun,wed,133,3,3,2,success,-1.7,94.055,-39.8,0.739,4991.6,no
2576,55,services,married,high.school,no,no,no,telephone,may,tue,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
18002,53,housemaid,married,basic.4y,unknown,no,yes,cellular,jul,wed,68,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27675,41,blue-collar,single,basic.9y,unknown,no,no,cellular,nov,fri,643,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
12666,31,admin.,married,high.school,no,no,no,cellular,jul,mon,160,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
7461,32,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,201,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
4152,34,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,1622,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes
36751,25,admin.,single,university.degree,no,yes,yes,cellular,jun,tue,431,3,4,1,success,-2.9,92.963,-40.8,1.286,5076.2,no
10372,24,services,married,high.school,no,yes,no,telephone,jun,mon,298,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
31522,39,technician,married,professional.course,no,no,no,cellular,may,thu,31,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
5579,49,technician,married,professional.course,no,yes,no,telephone,may,mon,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
15502,26,services,single,high.school,unknown,yes,no,cellular,jul,fri,34,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
